"","X","X.1","unique_quad","field_mission","sampling_site","site_blind_number","sampling_date","obs1","obs2","mud_google_percent","emerg_google_percent","other_google_percent","mud_planned_reps","emerg_planned_reps","other_planned_reps","mud_obs1_percent","emerg_obs1_percent","other_obs1_percent","mud_obs2_percent","emerg_obs2_percent","other_obs2_percent","mud_obsavg_percent","emerg_obsavg_percent","other_obsavg_percent","mud_actual_reps","emerg_actual_reps","other_actual_reps","sampling_start_time_cleaned","eval_obs","flowmeter_rotations","secchi_depth_cm","temp_C","salinity_brix","pH","nitrate_mg.L_NO3","nitrite_mg.L_NO2","phosphate_mg.L_PO4","oxygen_mg.L_o2","point_ID","lat","long","microhabitat_type","depth_cm_cleaned_agg","typha","phrag","cyperus","poa_grass","ludwigia","nymphaea","salvinia","ceratophyllum","potamogeton","pistia","azolla","ipomea","lemna","emergent_stems_cleaned","floating_veg_g_cleaned","number_scoops","field_count_biomph","field_count_bulinus","field_count_lymnaea","field_count_other","field_notes","date_plated","snail_voucher_values","lab_FTA_card","lab_notes","snail_photo_1","snail_photo_2","snail_photo_3","snail_photo_4","snail_photo_5","snail_photo_6","snail_photo_7","snail_photo_8","snail_photo_9","snail_photo_10","snail_photo_11","snail_photo_12","snail_photo_13","cerc_photo","snail_is_trunc_globo","snail_is_biomph","molec_conf_truncatus","molec_conf_globosus","molec_conf_schisto_haem","molec_conf_schisto_mans","molec_conf_schisto_bovis","molec_conf_hybrid","molec_conf_non_schisto","bulinus_mean_shell_height","biomph_mean_shell_height","site_FM_combo","include_in_which_analyses"
"620",620,620,"18-May-16_Mbakhana_2",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,2,16.090961,-16.367159,"other",33.02,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,0,1400,3,15,NA,1,2,"cluster of bulinus too small to count, dozens of juveniles, ALL snails in ceratophyllum, none in scoop",NA,"36, 32-14-A5_36, 32-14-A6_36, 32-14-B1_36, 32-14-B2_36, 32-14-B3_36, 32-14-B4_36, 32-14-B5_36, 32-14-B6_36, 32-14-C1_36, 32-14-C2_36, 32-14-C3_36, 32-14-C4_36, 32-14-C5_36, 32-14-C6_36, 32-14-D1_36, 32-14-D2_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na_36, 32-na-na","___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________","too small to measure, so we merely Ided and counted","NO PHOTOS","DSC01951","DSC01935","DSC01936","","","","","","","","","",NA,901,20,2,0,0,0,0,0,0,4.695,5.095,"Mbakhana_FM_1","include_first_one"
"621",621,621,"18-May-16_Mbakhana_21",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,21,16.091146,-16.367194,"mud",25.4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,0,0,0,"underwear",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"622",622,622,"18-May-16_Mbakhana_22",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,22,16.090936,-16.36719,"mud",9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,0,0,0,"sticks",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"623",623,623,"18-May-16_Mbakhana_25",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,25,16.091125,-16.367181,"mud",39,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,0,0,0,"some large plastic bags",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"624",624,624,"18-May-16_Mbakhana_37",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,37,16.091553,-16.367248,"other",55.626,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,3,0,0,0,0,"10% phragmites, 90% pistia; all floating veg mass from pistia",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"625",625,625,"18-May-16_Mbakhana_45",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,45,16.091081,-16.367184,"mud",33.02,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,26,3,0,1,0,0,"pants, some plastic",NA,"33-na-na","","too small to measure, so we merely Ided and counted","","","","","","","","","","","","","",NA,1,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"626",626,626,"18-May-16_Mbakhana_46",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,46,16.091071,-16.367187,"mud",27.686,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,6,0,0,0,0,"small amount of ceratophyllum floated in",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"627",627,627,"18-May-16_Mbakhana_49",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,49,16.091348,-16.367169,"other",73.152,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,0,2900,6,6,94,0,NA,"much larger biomphalaria than previous site; most (all but one) snails from ceratophyllum; 80% salvinia on surface, ceratophyllum under",NA,"20-1-C2_20-1-C3_20-1-C4_20-1-C5_20-1-C6_20-1-D1_20-1-D2_20-1-D3_20-1-D4_20-1-D5_20-1-D6_20-3-A1_20-3-A2_20-3-A3_20-3-A4_20-3-A5_20-3-A6_20-3-B1_20-3-B2_20-3-B3_20-3-B4_20-3-B5_20-3-B6_20-3-C1_20-3-C2_20-3-C3_20-3-C4_20-3-C5_20-3-C6_20-3-D1_20-3-D2_20-3-D3_20-3-D4_20-3-D5_20-3-D6_20-4-A1_20-4-A2_20-4-A3_20-4-A4_20-4-A5_20-4-A6_20-4-B1_20-4-B2_20-4-B3_20-4-B4_20-4-B5_20-4-B6_20-4-C1_20-4-C2_20-4-C3_20-4-C4_20-4-C5_20-4-C6_20-5-A5_20-5-A6_20-5-B1_20-5-B2_20-5-B3_20-5-B4_20-5-B5_20-5-B6_20-5-C1_20-5-C2_20-5-C3_20-5-C4_20-5-C5_20-5-C6_20-5-D1_20-5-D2_20-5-D3_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na_20-na-na","___2C1R11-C2R8_2C2R9-C3R7_____1C6R12-C7R8___________________1C7R9-C7R13______________________________________________________________","too small to measure, so we merely Ided and counted","NO PHOTO (DATA SHEET ID = DSCN8244)","DSCN8349","DSCN8282","DSCN8228","DSC01865","DSC01854","","","","","","","",NA,86,5,9,2,2,0,0,0,0,6.76215384615385,10.916,"Mbakhana_FM_1","include_first_one"
"628",628,628,"18-May-16_Mbakhana_5",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,5,16.091504,-16.367204,"other",8,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,0,775,3,1,2,2,0,"",NA,"22-1-A3_22-1-A4_22-1-A5","__","","","","","","","","","","","","","","",NA,0,1,0,0,0,0,0,0,0,NA,7.82,"Mbakhana_FM_1","include_first_one"
"629",629,629,"18-May-16_Mbakhana_54",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,54,16.091594,-16.367191,"emergent",47,1,1,1,0,1,0,1,0,0,0,NA,NA,NA,0,200,3,0,0,2,0,"",NA,"11-1-B5_11-1-B6_11-1-C1","__","dead at dissection","DSC01836","DSC01837","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"630",630,630,"18-May-16_Mbakhana_61",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,61,16.091176,-16.367199,"mud",27,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,0,0,0,"glass, plastic (~3g)",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"631",631,631,"18-May-16_Mbakhana_62",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,62,16.091307,-16.367198,"mud",58,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
"632",632,632,"18-May-16_Mbakhana_63",1,"Mbakhana",NA,"18-May-16",NA,NA,52,24,24,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,"14:00",NA,4,34,25,0,7.2,0.56,0.02,0.34,NA,63,16.091601,-16.367255,"emergent",67,1,1,1,0,1,0,0,0,0,1,NA,NA,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","","","","","","","","","","","",NA,0,0,0,0,0,0,0,0,0,NA,NA,"Mbakhana_FM_1","include_first_one"
